episode_id,pacman_x,pacman_y,direction_right,direction_left,direction_up,direction_down,wall_right,wall_left,wall_up,wall_down,lives_remaining,ghost_b_x,ghost_b_y,ghost_b_dist,ghost_b_is_dangerous,ghost_p_x,ghost_p_y,ghost_p_dist,ghost_p_is_dangerous,ghost_i_x,ghost_i_y,ghost_i_dist,ghost_i_is_dangerous,ghost_c_x,ghost_c_y,ghost_c_dist,ghost_c_is_dangerous,nearest_seed_dx,nearest_seed_dy,nearest_seed_dist,seeds_right,seeds_left,seeds_down,seeds_up,nearest_energizer_dx,nearest_energizer_dy,nearest_energizer_dist,energizers_remaining,fruit_active,seeds_eaten_ratio,action
2,21,24,0,0,0,1,1,1,0,0,3,18,16,8.544,1,17,11,13.6015,1,14,12,13.8924,0,14,14,12.2066,0,0,0,0.0,12,5,5,8,5,-1,5.099,4,0,0.03719,down
2,21,24,0,0,0,1,1,1,0,0,3,18,16,8.544,1,17,11,13.6015,1,14,12,13.8924,0,14,14,12.2066,0,0,0,0.0,12,5,5,8,5,-1,5.099,4,0,0.03719,down
2,21,24,0,0,0,1,1,1,0,0,3,18,16,8.544,1,17,11,13.6015,1,14,11,14.7648,0,14,14,12.2066,0,0,0,0.0,12,5,5,8,5,-1,5.099,4,0,0.03719,down
2,21,24,0,0,0,1,1,1,0,0,3,18,16,8.544,1,17,11,13.6015,1,14,11,14.7648,0,14,14,12.2066,0,0,0,0.0,12,5,5,8,5,-1,5.099,4,0,0.03719,down
2,21,24,0,0,0,1,1,1,0,0,3,18,16,8.544,1,17,11,13.6015,1,14,11,14.7648,0,14,14,12.2066,0,0,1,1.0,11,5,4,8,5,-1,5.099,4,0,0.041322,down
2,21,24,0,0,0,1,1,1,0,0,3,18,17,7.6158,1,17,11,13.6015,1,14,11,14.7648,1,14,14,12.2066,0,0,1,1.0,11,5,4,8,5,-1,5.099,4,0,0.041322,down
2,21,24,0,0,0,1,1,1,0,0,3,18,17,7.6158,1,17,11,13.6015,1,13,11,15.2643,1,14,13,13.0384,0,0,1,1.0,11,5,4,8,5,-1,5.099,4,0,0.041322,down
2,21,24,0,0,0,1,1,1,0,0,3,18,17,7.6158,1,18,11,13.3417,1,13,11,15.2643,1,14,13,13.0384,0,0,1,1.0,11,5,4,8,5,-1,5.099,4,0,0.041322,down
2,21,25,0,0,0,1,1,1,0,0,3,18,17,8.544,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,0,0.0,10,5,9,7,5,-2,5.3852,4,0,0.041322,down
2,21,25,0,0,0,1,1,1,0,0,3,18,17,8.544,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,0,0.0,10,5,9,7,5,-2,5.3852,4,0,0.041322,down
2,21,25,0,0,0,1,1,1,0,0,3,18,17,8.544,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,0,0.0,10,5,9,7,5,-2,5.3852,4,0,0.041322,down
2,21,25,0,0,0,1,1,1,0,0,3,18,17,8.544,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,0,0.0,10,5,9,7,5,-2,5.3852,4,0,0.041322,down
2,21,25,0,0,0,1,1,1,0,0,3,18,17,8.544,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,1,1.0,9,5,8,7,5,-2,5.3852,4,0,0.045455,down
2,21,25,0,0,0,1,1,1,0,0,3,18,18,7.6158,1,18,11,14.3178,1,13,11,16.1245,1,14,13,13.8924,0,0,1,1.0,9,5,8,7,5,-2,5.3852,4,0,0.045455,down
2,21,25,0,0,0,1,1,1,0,0,3,18,18,7.6158,1,18,11,14.3178,1,12,11,16.6433,1,14,12,14.7648,0,0,1,1.0,9,5,8,7,5,-2,5.3852,4,0,0.045455,down
2,21,25,0,0,0,1,1,1,0,0,3,18,18,7.6158,1,18,12,13.3417,1,12,11,16.6433,1,14,12,14.7648,0,0,1,1.0,9,5,8,7,5,-2,5.3852,4,0,0.045455,down
2,21,26,0,0,0,1,0,1,0,1,3,18,18,8.544,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,0,0,0.0,7,5,8,2,5,-3,5.831,4,0,0.045455,down
2,21,26,0,0,0,1,0,1,0,1,3,18,18,8.544,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,0,0,0.0,7,5,8,2,5,-3,5.831,4,0,0.045455,down
2,21,26,0,0,0,1,0,1,0,1,3,18,18,8.544,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,0,0,0.0,7,5,8,2,5,-3,5.831,4,0,0.045455,down
2,21,26,0,0,0,1,0,1,0,1,3,18,18,8.544,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,0,0,0.0,7,5,8,2,5,-3,5.831,4,0,0.045455,down
2,21,26,0,0,0,1,0,1,0,1,3,18,18,8.544,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,1,0,1.0,6,5,7,2,5,-3,5.831,4,0,0.049587,down
2,21,26,0,0,0,0,0,1,0,1,3,18,19,7.6158,1,18,12,14.3178,1,12,11,17.4929,1,14,12,15.6525,0,1,0,1.0,6,5,7,2,5,-3,5.831,4,0,0.049587,none
2,21,26,1,0,0,0,0,1,0,1,3,18,19,7.6158,1,18,12,14.3178,1,11,11,18.0278,1,14,11,16.5529,0,1,0,1.0,6,5,7,2,5,-3,5.831,4,0,0.049587,right
2,21,26,1,0,0,0,0,1,0,1,3,18,19,7.6158,1,18,13,13.3417,1,11,11,18.0278,1,14,11,16.5529,0,1,0,1.0,6,5,7,2,5,-3,5.831,4,0,0.049587,right
2,21,26,1,0,0,0,0,1,0,1,3,18,19,7.6158,1,18,13,13.3417,1,11,11,18.0278,1,14,11,16.5529,0,1,0,1.0,6,5,7,2,5,-3,5.831,4,0,0.049587,right
2,22,26,1,0,0,0,0,0,1,1,3,18,19,8.0623,1,18,13,13.6015,1,11,11,18.6011,1,14,11,17.0,1,0,0,0.0,9,4,8,5,4,-3,5.0,4,0,0.049587,right
2,22,26,1,0,0,0,0,0,1,1,3,18,19,8.0623,1,18,13,13.6015,1,11,11,18.6011,1,13,11,17.4929,1,0,0,0.0,9,4,8,5,4,-3,5.0,4,0,0.049587,right
2,22,26,1,0,0,0,0,0,1,1,3,18,19,8.0623,1,18,13,13.6015,1,11,11,18.6011,1,13,11,17.4929,1,0,0,0.0,9,4,8,5,4,-3,5.0,4,0,0.049587,right
2,22,26,1,0,0,0,0,0,1,1,3,18,19,8.0623,1,18,13,13.6015,1,11,11,18.6011,1,13,11,17.4929,1,0,0,0.0,9,4,8,5,4,-3,5.0,4,0,0.049587,right
2,22,26,1,0,0,0,0,0,1,1,3,18,20,7.2111,1,18,13,13.6015,1,11,11,18.6011,1,13,11,17.4929,1,1,0,1.0,8,4,7,5,4,-3,5.0,4,0,0.053719,right
2,22,26,1,0,0,0,0,0,1,1,3,18,20,7.2111,1,18,13,13.6015,1,10,11,19.2094,1,13,11,17.4929,1,1,0,1.0,8,4,7,5,4,-3,5.0,4,0,0.053719,right
2,22,26,1,0,0,0,0,0,1,1,3,18,20,7.2111,1,18,14,12.6491,1,10,11,19.2094,1,13,11,17.4929,1,1,0,1.0,8,4,7,5,4,-3,5.0,4,0,0.053719,right
2,22,26,1,0,0,0,0,0,1,1,3,18,20,7.2111,1,18,14,12.6491,1,10,11,19.2094,1,13,11,17.4929,1,1,0,1.0,8,4,7,5,4,-3,5.0,4,0,0.053719,right
2,23,26,1,0,0,0,0,0,1,1,3,18,20,7.8102,1,18,14,13.0,1,10,11,19.8494,1,13,11,18.0278,1,0,0,0.0,8,3,8,6,3,-3,4.2426,4,0,0.053719,right
2,23,26,1,0,0,0,0,0,1,1,3,18,20,7.8102,1,18,14,13.0,1,10,11,19.8494,1,12,11,18.6011,1,0,0,0.0,8,3,8,6,3,-3,4.2426,4,0,0.053719,right
2,23,26,1,0,0,0,0,0,1,1,3,18,20,7.8102,1,18,14,13.0,1,10,11,19.8494,1,12,11,18.6011,1,0,0,0.0,8,3,8,6,3,-3,4.2426,4,0,0.053719,right
2,23,26,1,0,0,0,0,0,1,1,3,18,20,7.8102,1,18,14,13.0,1,10,11,19.8494,1,12,11,18.6011,1,0,0,0.0,8,3,8,6,3,-3,4.2426,4,0,0.053719,right
2,23,26,1,0,0,0,0,0,1,1,3,19,20,7.2111,1,18,14,13.0,1,10,11,19.8494,1,12,11,18.6011,1,1,0,1.0,7,3,7,6,3,-3,4.2426,4,0,0.057851,right
2,23,26,1,0,0,0,0,0,1,1,3,19,20,7.2111,1,18,14,13.0,1,9,11,20.5183,1,12,11,18.6011,1,1,0,1.0,7,3,7,6,3,-3,4.2426,4,0,0.057851,right
2,23,26,1,0,0,0,0,0,1,1,3,19,20,7.2111,1,18,15,12.083,1,9,11,20.5183,1,12,11,18.6011,1,1,0,1.0,7,3,7,6,3,-3,4.2426,4,0,0.057851,right
2,23,26,1,0,0,0,0,0,1,1,3,19,20,7.2111,1,18,15,12.083,1,9,11,20.5183,1,12,11,18.6011,1,1,0,1.0,7,3,7,6,3,-3,4.2426,4,0,0.057851,right
2,24,26,1,0,0,0,0,0,0,1,3,19,20,7.8102,1,18,15,12.53,1,9,11,21.2132,1,12,11,19.2094,1,0,0,0.0,7,0,10,6,2,-3,3.6056,4,0,0.057851,right
2,24,26,1,0,0,0,0,0,0,1,3,19,20,7.8102,1,18,15,12.53,1,9,11,21.2132,1,11,11,19.8494,1,0,0,0.0,7,0,10,6,2,-3,3.6056,4,0,0.057851,right
2,24,26,1,0,0,0,0,0,0,1,3,19,20,7.8102,1,18,15,12.53,1,9,11,21.2132,1,11,11,19.8494,1,0,0,0.0,7,0,10,6,2,-3,3.6056,4,0,0.057851,right
2,24,26,1,0,0,0,0,0,0,1,3,19,20,7.8102,1,18,15,12.53,1,9,11,21.2132,1,11,11,19.8494,1,0,0,0.0,7,0,10,6,2,-3,3.6056,4,0,0.057851,right
2,24,26,1,0,0,0,0,0,0,1,3,20,20,7.2111,1,18,15,12.53,1,9,12,20.5183,1,11,11,19.8494,1,0,-1,1.0,6,0,9,6,2,-3,3.6056,4,0,0.061983,right
2,24,26,0,0,1,0,0,0,0,1,3,20,20,7.2111,1,18,15,12.53,1,9,12,20.5183,1,11,11,19.8494,1,0,-1,1.0,6,0,9,6,2,-3,3.6056,4,0,0.061983,up
2,24,26,0,0,1,0,0,0,0,1,3,20,20,7.2111,1,18,16,11.6619,1,9,12,20.5183,1,11,11,19.8494,1,0,-1,1.0,6,0,9,6,2,-3,3.6056,4,0,0.061983,up
2,24,26,0,0,1,0,0,0,0,1,3,20,20,7.2111,1,18,16,11.6619,1,9,12,20.5183,1,11,11,19.8494,1,0,-1,1.0,6,0,9,6,2,-3,3.6056,4,0,0.061983,up
2,24,26,0,0,1,0,0,0,0,1,3,20,20,7.2111,1,18,16,11.6619,1,9,12,20.5183,1,11,11,19.8494,1,0,-1,1.0,6,0,9,6,2,-3,3.6056,4,0,0.061983,up
2,24,25,0,0,1,0,1,1,0,0,3,20,20,6.4031,1,18,16,10.8167,1,9,12,19.8494,1,10,11,19.799,1,0,0,0.0,7,0,10,10,2,-2,2.8284,4,0,0.061983,up
2,24,25,0,0,1,0,1,1,0,0,3,20,20,6.4031,1,18,16,10.8167,1,9,12,19.8494,1,10,11,19.799,1,0,0,0.0,7,0,10,10,2,-2,2.8284,4,0,0.061983,up
2,24,25,0,0,1,0,1,1,0,0,3,20,20,6.4031,1,18,16,10.8167,1,9,12,19.8494,1,10,11,19.799,1,0,0,0.0,7,0,10,10,2,-2,2.8284,4,0,0.061983,up
2,24,25,0,0,1,0,1,1,0,0,3,21,20,5.831,1,18,16,10.8167,1,9,13,19.2094,1,10,11,19.799,1,0,-1,1.0,6,0,9,10,2,-2,2.8284,4,0,0.066116,up
